image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/616yGsRWLUL.jpg,681445,width,5.31 inch
https://m.media-amazon.com/images/I/616yGsRWLUL.jpg,681445,depth,NA
https://m.media-amazon.com/images/I/611GVtaeEaL.jpg,630869,height,NA
https://m.media-amazon.com/images/I/611GVtaeEaL.jpg,630869,width,19.5 centimetre
https://m.media-amazon.com/images/I/611GVtaeEaL.jpg,630869,depth,NA
https://m.media-amazon.com/images/I/519QiLpg5dS.jpg,752266,height,49.0 inch
https://m.media-amazon.com/images/I/519QiLpg5dS.jpg,752266,width,27.5 inch
https://m.media-amazon.com/images/I/519QiLpg5dS.jpg,752266,depth,NA
https://m.media-amazon.com/images/I/610ql7XMMoL.jpg,675317,height,6.0 centimetre
https://m.media-amazon.com/images/I/610ql7XMMoL.jpg,675317,width,9.0 centimetre
https://m.media-amazon.com/images/I/610ql7XMMoL.jpg,675317,depth,NA
https://m.media-amazon.com/images/I/41IL7YyhfxL.jpg,781426,height,200.0 centimetre
https://m.media-amazon.com/images/I/41IL7YyhfxL.jpg,781426,width,100.0 centimetre
https://m.media-amazon.com/images/I/41IL7YyhfxL.jpg,781426,depth,NA
https://m.media-amazon.com/images/I/61D0ArS4DVL.jpg,303395,height,70.0 millimetre
https://m.media-amazon.com/images/I/61D0ArS4DVL.jpg,303395,width,50.0 millimetre
https://m.media-amazon.com/images/I/61D0ArS4DVL.jpg,303395,depth,NA
https://m.media-amazon.com/images/I/51RXQEGjm1L.jpg,180726,height,2.7 centimetre
https://m.media-amazon.com/images/I/51RXQEGjm1L.jpg,180726,width,3.0 centimetre
https://m.media-amazon.com/images/I/51RXQEGjm1L.jpg,180726,depth,NA
https://m.media-amazon.com/images/I/61+0mg7Y-6L.jpg,730429,height,23.8 centimetre
https://m.media-amazon.com/images/I/61+0mg7Y-6L.jpg,730429,width,23.8 centimetre
https://m.media-amazon.com/images/I/61+0mg7Y-6L.jpg,730429,depth,1.8 centimetre
https://m.media-amazon.com/images/I/51KTgw9JwNL.jpg,107694,height,NA
https://m.media-amazon.com/images/I/51KTgw9JwNL.jpg,107694,width,96.0 centimetre
https://m.media-amazon.com/images/I/51KTgw9JwNL.jpg,107694,depth,NA
https://m.media-amazon.com/images/I/51TgYJT7x+L.jpg,140266,height,NA
https://m.media-amazon.com/images/I/51TgYJT7x+L.jpg,140266,width,NA
https://m.media-amazon.com/images/I/51TgYJT7x+L.jpg,140266,depth,NA
https://m.media-amazon.com/images/I/614oP+sQ0ZL.jpg,969033,height,75.0 centimetre
https://m.media-amazon.com/images/I/614oP+sQ0ZL.jpg,969033,width,50.0 centimetre
https://m.media-amazon.com/images/I/614oP+sQ0ZL.jpg,969033,depth,7.0 centimetre
https://m.media-amazon.com/images/I/31ZWVn0LPhL.jpg,238051,height,7.27 inch
https://m.media-amazon.com/images/I/31ZWVn0LPhL.jpg,238051,width,0.59 inch
https://m.media-amazon.com/images/I/31ZWVn0LPhL.jpg,238051,depth,NA
https://m.media-amazon.com/images/I/51xW2yabOIS.jpg,667819,height,NA
https://m.media-amazon.com/images/I/51xW2yabOIS.jpg,667819,width,NA
https://m.media-amazon.com/images/I/51xW2yabOIS.jpg,667819,depth,NA
https://m.media-amazon.com/images/I/610Qd8+wgIL.jpg,107694,height,19.0 centimetre
https://m.media-amazon.com/images/I/610Qd8+wgIL.jpg,107694,width,24.0 centimetre
https://m.media-amazon.com/images/I/610Qd8+wgIL.jpg,107694,depth,NA
https://m.media-amazon.com/images/I/41ykiBaG01L.jpg,630869,height,1.2 centimetre
https://m.media-amazon.com/images/I/41ykiBaG01L.jpg,630869,width,29.6 centimetre
https://m.media-amazon.com/images/I/41ykiBaG01L.jpg,630869,depth,NA
https://m.media-amazon.com/images/I/61FF+r9J2ZL.jpg,208023,height,42.0 centimetre
https://m.media-amazon.com/images/I/61FF+r9J2ZL.jpg,208023,width,29.7 centimetre
https://m.media-amazon.com/images/I/61FF+r9J2ZL.jpg,208023,depth,NA
https://m.media-amazon.com/images/I/61FjzNtdTHL.jpg,752266,height,28.0 centimetre
https://m.media-amazon.com/images/I/61FjzNtdTHL.jpg,752266,width,48.0 centimetre
https://m.media-amazon.com/images/I/61FjzNtdTHL.jpg,752266,depth,NA
https://m.media-amazon.com/images/I/514aPyGik+L.jpg,630869,width,17.0 centimetre
https://m.media-amazon.com/images/I/514aPyGik+L.jpg,630869,depth,NA
https://m.media-amazon.com/images/I/614ePaJOAxL.jpg,245959,height,33.0 centimetre
https://m.media-amazon.com/images/I/614ePaJOAxL.jpg,245959,width,51.0 centimetre
https://m.media-amazon.com/images/I/614ePaJOAxL.jpg,245959,depth,28.5 centimetre
https://m.media-amazon.com/images/I/61AVX7XZcGL.jpg,630869,width,2.75 inch
https://m.media-amazon.com/images/I/61AVX7XZcGL.jpg,630869,depth,NA
https://m.media-amazon.com/images/I/51z2XMroEzL.jpg,881883,height,180.0 centimetre
https://m.media-amazon.com/images/I/51z2XMroEzL.jpg,881883,width,180.0 centimetre
https://m.media-amazon.com/images/I/51z2XMroEzL.jpg,881883,depth,NA
https://m.media-amazon.com/images/I/31vPHCK64lL.jpg,752266,height,20.0 centimetre
https://m.media-amazon.com/images/I/31vPHCK64lL.jpg,752266,width,90.0 centimetre
https://m.media-amazon.com/images/I/31vPHCK64lL.jpg,752266,depth,NA
https://m.media-amazon.com/images/I/617C5TqTghL.jpg,630869,height,6.0 millimetre
https://m.media-amazon.com/images/I/617C5TqTghL.jpg,630869,width,200.0 millimetre
https://m.media-amazon.com/images/I/617C5TqTghL.jpg,630869,depth,NA
https://m.media-amazon.com/images/I/61AZ2E+yZjL.jpg,483370,height,31.0 centimetre
https://m.media-amazon.com/images/I/61AZ2E+yZjL.jpg,483370,width,15.0 centimetre
https://m.media-amazon.com/images/I/61AZ2E+yZjL.jpg,483370,depth,NA
https://m.media-amazon.com/images/I/51LU5y2YzsL.jpg,630869,height,17.5 centimetre
https://m.media-amazon.com/images/I/51LU5y2YzsL.jpg,630869,width,41.0 millimetre
https://m.media-amazon.com/images/I/51LU5y2YzsL.jpg,630869,depth,12.0 millimetre
https://m.media-amazon.com/images/I/51sVaUv9G0L.jpg,630869,width,8.5 inch
https://m.media-amazon.com/images/I/51sVaUv9G0L.jpg,630869,depth,NA
https://m.media-amazon.com/images/I/612+J1eaDhL.jpg,483370,height,27.0 centimetre
https://m.media-amazon.com/images/I/612+J1eaDhL.jpg,483370,width,15.0 centimetre
https://m.media-amazon.com/images/I/612+J1eaDhL.jpg,483370,depth,12.0 centimetre
https://m.media-amazon.com/images/I/615L7K2ozTL.jpg,630869,width,21.0 centimetre
https://m.media-amazon.com/images/I/615L7K2ozTL.jpg,630869,depth,6.0 millimetre
https://m.media-amazon.com/images/I/615wNwXbN3L.jpg,396159,height,70.0 centimetre
https://m.media-amazon.com/images/I/615wNwXbN3L.jpg,396159,width,140.0 centimetre
https://m.media-amazon.com/images/I/615wNwXbN3L.jpg,396159,depth,NA
https://m.media-amazon.com/images/I/613a7Cn6e0L.jpg,881883,height,NA
https://m.media-amazon.com/images/I/613a7Cn6e0L.jpg,881883,width,NA
https://m.media-amazon.com/images/I/613a7Cn6e0L.jpg,881883,depth,NA
https://m.media-amazon.com/images/I/616-Bp5N2sL.jpg,978900,depth,NA
https://m.media-amazon.com/images/I/616-Bp5N2sL.jpg,978900,width,206.0 millimetre
https://m.media-amazon.com/images/I/616-Bp5N2sL.jpg,978900,depth,100.0 millimetre
https://m.media-amazon.com/images/I/61BVTRfq9mS.jpg,630869,width,14.0 centimetre
https://m.media-amazon.com/images/I/61BVTRfq9mS.jpg,630869,depth,NA
https://m.media-amazon.com/images/I/51416kjTfQL.jpg,329793,height,8.0 inch
https://m.media-amazon.com/images/I/51416kjTfQL.jpg,329793,width,3.0 inch
https://m.media-amazon.com/images/I/51416kjTfQL.jpg,329793,depth,NA
https://m.media-amazon.com/images/I/51WVMsUEmtS.jpg,630869,height,NA
https://m.media-amazon.com/images/I/51WVMsUEmtS.jpg,630869,width,18.0 centimetre
https://m.media-amazon.com/images/I/51WVMsUEmtS.jpg,630869,depth,NA
https://m.media-amazon.com/images/I/51eMhn9AbUL.jpg,630869,height,NA
https://m.media-amazon.com/images/I/51eMhn9AbUL.jpg,630869,width,21.0 centimetre
https://m.media-amazon.com/images/I/51eMhn9AbUL.jpg,630869,depth,1.2 centimetre
https://m.media-amazon.com/images/I/6150HoPAtML.jpg,107694,height,21.0 inch
https://m.media-amazon.com/images/I/6150HoPAtML.jpg,107694,width,20.5 inch
https://m.media-amazon.com/images/I/6150HoPAtML.jpg,107694,depth,NA
https://m.media-amazon.com/images/I/51vfjRb5YDL.jpg,156839,height,90.0 millimetre
https://m.media-amazon.com/images/I/51vfjRb5YDL.jpg,156839,width,47.0 millimetre
https://m.media-amazon.com/images/I/51vfjRb5YDL.jpg,156839,depth,NA
https://m.media-amazon.com/images/I/41LSQ78suDL.jpg,306026,height,12.0 inch
https://m.media-amazon.com/images/I/41LSQ78suDL.jpg,306026,width,21.4 inch
https://m.media-amazon.com/images/I/41LSQ78suDL.jpg,306026,depth,NA
https://m.media-amazon.com/images/I/51Tk0iLYTmL.jpg,745488,height,40.0 millimetre
https://m.media-amazon.com/images/I/51Tk0iLYTmL.jpg,745488,width,40.0 millimetre
https://m.media-amazon.com/images/I/51Tk0iLYTmL.jpg,745488,depth,15.5 millimetre
https://m.media-amazon.com/images/I/51c24bV76wL.jpg,784538,height,10.0 inch
https://m.media-amazon.com/images/I/51c24bV76wL.jpg,784538,width,8.0 inch
https://m.media-amazon.com/images/I/51c24bV76wL.jpg,784538,depth,NA
https://m.media-amazon.com/images/I/51SxD3wbdkL.jpg,140266,height,34.5 centimetre
https://m.media-amazon.com/images/I/51SxD3wbdkL.jpg,140266,width,48.5 centimetre
https://m.media-amazon.com/images/I/51SxD3wbdkL.jpg,140266,depth,23.5 centimetre
https://m.media-amazon.com/images/I/616DbMBt0eS.jpg,278850,height,0.8 inch
https://m.media-amazon.com/images/I/616DbMBt0eS.jpg,278850,width,1.9 inch
https://m.media-amazon.com/images/I/616DbMBt0eS.jpg,278850,depth,0.8 inch
https://m.media-amazon.com/images/I/410aTddMzML.jpg,995106,height,915.0 millimetre
https://m.media-amazon.com/images/I/410aTddMzML.jpg,995106,width,15.0 millimetre
https://m.media-amazon.com/images/I/410aTddMzML.jpg,995106,depth,15.0 millimetre
https://m.media-amazon.com/images/I/51MNtj0RQPL.jpg,483370,height,22.0 centimetre
https://m.media-amazon.com/images/I/51MNtj0RQPL.jpg,483370,width,20.0 centimetre
https://m.media-amazon.com/images/I/51MNtj0RQPL.jpg,483370,depth,NA
https://m.media-amazon.com/images/I/61CfBLpHX1L.jpg,618672,width,10.0 centimetre
https://m.media-amazon.com/images/I/61CfBLpHX1L.jpg,618672,depth,NA
https://m.media-amazon.com/images/I/61CfBLpHX1L.jpg,618672,height,NA
https://m.media-amazon.com/images/I/410CbaGPD9L.jpg,373107,height,NA
https://m.media-amazon.com/images/I/410CbaGPD9L.jpg,373107,width,2.8 centimetre
https://m.media-amazon.com/images/I/410CbaGPD9L.jpg,373107,depth,0.7 centimetre
https://m.media-amazon.com/images/I/51ibRUpEidS.jpg,483370,height,14.0 inch
https://m.media-amazon.com/images/I/51ibRUpEidS.jpg,483370,width,NA
https://m.media-amazon.com/images/I/51ibRUpEidS.jpg,483370,depth,NA
https://m.media-amazon.com/images/I/51GvN8B+RPL.jpg,731252,height,13.6 centimetre
https://m.media-amazon.com/images/I/51GvN8B+RPL.jpg,731252,width,13.4 centimetre
https://m.media-amazon.com/images/I/51GvN8B+RPL.jpg,731252,depth,9.5 centimetre
https://m.media-amazon.com/images/I/611PzhHPbYS.jpg,178778,height,13.0 centimetre
https://m.media-amazon.com/images/I/611PzhHPbYS.jpg,178778,width,18.5 centimetre
https://m.media-amazon.com/images/I/611PzhHPbYS.jpg,178778,depth,7.5 centimetre
https://m.media-amazon.com/images/I/51CWmFleLGL.jpg,941818,height,10.0 centimetre
https://m.media-amazon.com/images/I/51CWmFleLGL.jpg,941818,width,27.0 centimetre
https://m.media-amazon.com/images/I/51CWmFleLGL.jpg,941818,depth,10.0 centimetre
